time, ch1, ch2, ch3, ch4, ch5, ch6, ch7
2.605816650390625000e+02, 2.721000061035156250e+02, -1.137112426757812500e+02, 3.470866775512695312e+01, -5.340977859497070312e+01, 6.827664947509765625e+01, 1.871795654296875000e+02, 5.924954223632812500e+01, 0.000000000000000000e+00
2.605849914550781250e+02, 2.663999938964843750e+02, -1.256808471679687500e+02, 2.962205314636230469e+01, -6.091115188598632812e+01, 5.805019378662109375e+01, 1.811898193359375000e+02, 5.087081909179687500e+01, 0.000000000000000000e+00
2.605883483886718750e+02, 2.592000122070312500e+02, -1.119158020019531250e+02, 2.513386344909667969e+01, -6.421175384521484375e+01, 5.564396667480468750e+01, 1.838852081298828125e+02, 5.386322021484375000e+01, 0.000000000000000000e+00
2.605916748046875000e+02, 2.633999938964843750e+02, -1.059309997558593750e+02, 2.633071327209472656e+01, -6.151126098632812500e+01, 7.399143981933593750e+01, 1.985600738525390625e+02, 6.403738403320312500e+01, 0.000000000000000000e+00
2.605950012207031250e+02, 2.612999877929687500e+02, -1.152074432373046875e+02, 2.184252357482910156e+01, -5.971093368530273438e+01, 7.369065856933593750e+01, 1.964636688232421875e+02, 6.284042358398437500e+01, 0.000000000000000000e+00
2.605983276367187500e+02, 2.631000061035156250e+02, -1.146089630126953125e+02, 2.004724693298339844e+01, -6.121120834350585938e+01, 7.609688568115234375e+01, 1.955652008056640625e+02, 6.254118347167968750e+01, 0.000000000000000000e+00
2.606016540527343750e+02, 2.640000000000000000e+02, -1.128135223388671875e+02, 2.184252357482910156e+01, -5.430994033813476562e+01, 7.068287658691406250e+01, 1.958647003173828125e+02, 6.493510437011718750e+01, 0.000000000000000000e+00
2.606050109863281250e+02, 2.721000061035156250e+02, -1.137112426757812500e+02, 2.214173698425292969e+01, -5.491005325317382812e+01, 7.429221343994140625e+01, 1.994585418701171875e+02, 7.600698852539062500e+01, 0.000000000000000000e+00
2.606083374023437500e+02, 2.712000122070312500e+02, -1.301694488525390625e+02, 2.303937339782714844e+01, -5.701043701171875000e+01, 8.090933227539062500e+01, 1.970626373291015625e+02, 8.019635009765625000e+01, 0.000000000000000000e+00
2.606116638183593750e+02, 2.640000000000000000e+02, -1.304686889648437500e+02, 1.885039710998535156e+01, -6.211137008666992188e+01, 7.519454956054687500e+01, 1.928698272705078125e+02, 7.091990661621093750e+01, 0.000000000000000000e+00
2.606149902343750000e+02, 2.648999938964843750e+02, -1.214914855957031250e+02, 1.346456909179687500e+01, -6.001098632812500000e+01, 6.737431335449218750e+01, 1.904739227294921875e+02, 7.421154785156250000e+01, 0.000000000000000000e+00
2.606183471679687500e+02, 2.697000122070312500e+02, -1.217907257080078125e+02, 1.466141986846923828e+01, -6.181131362915039062e+01, 7.038209533691406250e+01, 1.928698272705078125e+02, 6.553358459472656250e+01, 0.000000000000000000e+00
2.606216735839843750e+02, 2.498999938964843750e+02, -1.244838867187500000e+02, 1.525984477996826172e+01, -5.851071166992187500e+01, 7.940544128417968750e+01, 1.871795654296875000e+02, 5.416246032714843750e+01, 0.000000000000000000e+00
2.606250000000000000e+02, 2.562000122070312500e+02, -1.131127624511718750e+02, 2.363780021667480469e+01, -5.731048965454101562e+01, 7.970622253417968750e+01, 1.901744384765625000e+02, 6.134422302246093750e+01, 0.000000000000000000e+00
2.606283264160156250e+02, 2.697000122070312500e+02, -1.038363189697265625e+02, 2.842520141601562500e+01, -5.460999679565429688e+01, 7.820233154296875000e+01, 1.958647003173828125e+02, 7.032142639160156250e+01, 0.000000000000000000e+00
2.606316528320312500e+02, 2.676000061035156250e+02, -1.161051635742187500e+02, 2.573228645324707031e+01, -5.971093368530273438e+01, 7.910466766357421875e+01, 1.910728912353515625e+02, 6.463586425781250000e+01, 0.000000000000000000e+00
2.606350097656250000e+02, 2.798999938964843750e+02, -1.113173217773437500e+02, 2.752756309509277344e+01, -5.581021499633789062e+01, 8.241322326660156250e+01, 1.964636688232421875e+02, 7.151838684082031250e+01, 0.000000000000000000e+00
2.606383361816406250e+02, 2.762999877929687500e+02, -1.137112426757812500e+02, 2.303937339782714844e+01, -6.301153564453125000e+01, 7.760077667236328125e+01, 1.916718750000000000e+02, 6.762826538085937500e+01, 0.000000000000000000e+00
2.606416625976562500e+02, 2.697000122070312500e+02, -1.107188415527343750e+02, 2.812598991394042969e+01, -5.941087722778320312e+01, 7.729999542236328125e+01, 1.904739227294921875e+02, 6.493510437011718750e+01, 0.000000000000000000e+00
2.606449890136718750e+02, 2.742000122070312500e+02, -1.181998443603515625e+02, 2.004724693298339844e+01, -7.021285247802734375e+01, 7.128443145751953125e+01, 1.820882720947265625e+02, 6.762826538085937500e+01, 0.000000000000000000e+00
2.606483459472656250e+02, 2.627999877929687500e+02, -1.244838867187500000e+02, 2.363780021667480469e+01, -6.661219024658203125e+01, 7.549533081054687500e+01, 1.841846923828125000e+02, 5.924954223632812500e+01, 0.000000000000000000e+00
2.606516723632812500e+02, 2.526000061035156250e+02, -1.265785675048828125e+02, 2.094488525390625000e+01, -5.731048965454101562e+01, 7.760077667236328125e+01, 1.937682952880859375e+02, 5.356398010253906250e+01, 0.000000000000000000e+00
2.606549987792968750e+02, 2.577000122070312500e+02, -1.232869262695312500e+02, 2.962205314636230469e+01, -5.340977859497070312e+01, 7.579610443115234375e+01, 1.946667480468750000e+02, 5.446170043945312500e+01, 0.000000000000000000e+00
2.606583251953125000e+02, 2.562000122070312500e+02, -1.274762878417968750e+02, 1.974803352355957031e+01, -6.241142654418945312e+01, 7.399143981933593750e+01, 1.769969940185546875e+02, 5.087081909179687500e+01, 0.000000000000000000e+00
2.606616516113281250e+02, 2.586000061035156250e+02, -1.298702087402343750e+02, 2.064567375183105469e+01, -5.851071166992187500e+01, 7.098365783691406250e+01, 1.841846923828125000e+02, 5.655638122558593750e+01, 0.000000000000000000e+00
2.606650085449218750e+02, 2.403000030517578125e+02, -1.424382934570312500e+02, 1.645669555664062500e+01, -6.241142654418945312e+01, 6.587042236328125000e+01, 1.799918670654296875e+02, 4.159437561035156250e+01, 0.000000000000000000e+00
2.606683349609375000e+02, 2.556000061035156250e+02, -1.385481719970703125e+02, 2.214173698425292969e+01, -5.430994033813476562e+01, 7.128443145751953125e+01, 1.901744384765625000e+02, 5.206777954101562500e+01, 0.000000000000000000e+00
2.606716613769531250e+02, 2.865000000000000000e+02, -1.071279602050781250e+02, 3.859843063354492188e+01, -5.370983505249023438e+01, 7.459299468994140625e+01, 2.075446929931640625e+02, 7.481002807617187500e+01, 0.000000000000000000e+00
2.606749877929687500e+02, 2.736000061035156250e+02, -1.140104827880859375e+02, 3.051968955993652344e+01, -5.671038436889648438e+01, 6.707353973388671875e+01, 1.958647003173828125e+02, 7.181762695312500000e+01, 0.000000000000000000e+00
2.606783447265625000e+02, 2.796000061035156250e+02, -1.125142822265625000e+02, 3.530709457397460938e+01, -5.731048965454101562e+01, 6.767509460449218750e+01, 1.973621368408203125e+02, 7.540850830078125000e+01, 0.000000000000000000e+00
2.606816711425781250e+02, 2.727000122070312500e+02, -1.128135223388671875e+02, 3.530709457397460938e+01, -5.370983505249023438e+01, 8.121011352539062500e+01, 2.042503509521484375e+02, 7.630622863769531250e+01, 0.000000000000000000e+00
2.606849975585937500e+02, 2.721000061035156250e+02, -1.137112426757812500e+02, 3.141732788085937500e+01, -5.521010971069335938e+01, 7.699922180175781250e+01, 2.042503509521484375e+02, 7.271534729003906250e+01, 0.000000000000000000e+00
2.606883239746093750e+02, 2.811000061035156250e+02, -1.008439178466796875e+02, 3.171653938293457031e+01, -5.460999679565429688e+01, 8.481945037841796875e+01, 2.129354705810546875e+02, 8.079483032226562500e+01, 0.000000000000000000e+00
2.606916809082031250e+02, 2.841000061035156250e+02, -1.029385986328125000e+02, 2.842520141601562500e+01, -5.941087722778320312e+01, 8.451867675781250000e+01, 2.081436767578125000e+02, 8.019635009765625000e+01, 0.000000000000000000e+00
2.606950073242187500e+02, 2.747999877929687500e+02, -1.101203613281250000e+02, 2.453543663024902344e+01, -5.611027145385742188e+01, 7.820233154296875000e+01, 2.084431610107421875e+02, 7.660546875000000000e+01, 0.000000000000000000e+00
2.606983337402343750e+02, 2.682000122070312500e+02, -1.158059234619140625e+02, 2.752756309509277344e+01, -5.671038436889648438e+01, 7.699922180175781250e+01, 1.985600738525390625e+02, 7.121914672851562500e+01, 0.000000000000000000e+00
2.607016601562500000e+02, 2.828999938964843750e+02, -1.011431579589843750e+02, 4.099213027954101562e+01, -4.440813064575195312e+01, 8.692489624023437500e+01, 2.096411132812500000e+02, 7.899938964843750000e+01, 0.000000000000000000e+00
2.607049865722656250e+02, 2.873999938964843750e+02, -1.128135223388671875e+02, 3.081890296936035156e+01, -5.430994033813476562e+01, 8.000700378417968750e+01, 2.084431610107421875e+02, 8.229103088378906250e+01, 0.000000000000000000e+00
2.607083435058593750e+02, 2.828999938964843750e+02, -1.307679290771484375e+02, 3.291339111328125000e+01, -5.731048965454101562e+01, 7.338987731933593750e+01, 2.081436767578125000e+02, 7.361306762695312500e+01, 0.000000000000000000e+00
2.607116699218750000e+02, 2.811000061035156250e+02, -1.155066833496093750e+02, 3.411024093627929688e+01, -4.950906372070312500e+01, 7.399143981933593750e+01, 2.036513671875000000e+02, 7.570774841308593750e+01, 0.000000000000000000e+00
2.607149963378906250e+02, 2.940000000000000000e+02, -9.545759582519531250e+01, 4.308662033081054688e+01, -5.070928573608398438e+01, 7.669844055175781250e+01, 2.048493194580078125e+02, 8.049559020996093750e+01, 0.000000000000000000e+00
2.607183227539062500e+02, 2.850000000000000000e+02, -9.366215515136718750e+01, 4.368504714965820312e+01, -4.980911636352539062e+01, 7.338987731933593750e+01, 2.042503509521484375e+02, 8.229103088378906250e+01, 0.000000000000000000e+00
2.607216796875000000e+02, 2.862000122070312500e+02, -8.977203369140625000e+01, 5.116536331176757812e+01, -4.680856704711914062e+01, 8.331555938720703125e+01, 2.105395660400390625e+02, 7.570774841308593750e+01, 0.000000000000000000e+00
2.607250061035156250e+02, 2.813999938964843750e+02, -1.032378387451171875e+02, 3.650394058227539062e+01, -4.980911636352539062e+01, 7.850311279296875000e+01, 2.045498199462890625e+02, 7.002218627929687500e+01, 0.000000000000000000e+00
2.607283325195312500e+02, 2.882999877929687500e+02, -1.014423980712890625e+02, 3.440945434570312500e+01, -5.040922927856445312e+01, 7.669844055175781250e+01, 2.036513671875000000e+02, 8.438571166992187500e+01, 0.000000000000000000e+00
2.607316589355468750e+02, 2.813999938964843750e+02, -1.050332794189453125e+02, 3.381103134155273438e+01, -5.340977859497070312e+01, 7.609688568115234375e+01, 2.057477874755859375e+02, 8.199179077148437500e+01, 0.000000000000000000e+00
2.607349853515625000e+02, 2.847000122070312500e+02, -1.092226409912109375e+02, 2.363780021667480469e+01, -5.851071166992187500e+01, 7.188598632812500000e+01, 1.979611053466796875e+02, 7.780242919921875000e+01, 0.000000000000000000e+00
2.607383422851562500e+02, 2.775000000000000000e+02, -1.134120025634765625e+02, 2.363780021667480469e+01, -6.001098632812500000e+01, 7.790155029296875000e+01, 2.048493194580078125e+02, 7.750318908691406250e+01, 0.000000000000000000e+00
2.607416687011718750e+02, 2.747999877929687500e+02, -1.116165618896484375e+02, 2.782677650451660156e+01, -5.521010971069335938e+01, 8.722567749023437500e+01, 2.108390655517578125e+02, 7.271534729003906250e+01, 0.000000000000000000e+00
2.607449951171875000e+02, 2.757000122070312500e+02, -1.238854064941406250e+02, 2.004724693298339844e+01, -5.761054611206054688e+01, 7.639765930175781250e+01, 2.039508514404296875e+02, 6.104498291015625000e+01, 0.000000000000000000e+00
2.607483215332031250e+02, 2.667000122070312500e+02, -1.211922454833984375e+02, 1.795275878906250000e+01, -5.611027145385742188e+01, 7.369065856933593750e+01, 2.006564941406250000e+02, 5.954878234863281250e+01, 0.000000000000000000e+00
2.607516784667968750e+02, 2.597999877929687500e+02, -1.211922454833984375e+02, 1.825197029113769531e+01, -5.370983505249023438e+01, 7.038209533691406250e+01, 2.021539306640625000e+02, 6.463586425781250000e+01, 0.000000000000000000e+00
2.607550048828125000e+02, 2.706000061035156250e+02, -1.199952850341796875e+02, 2.064567375183105469e+01, -5.010917282104492188e+01, 7.579610443115234375e+01, 2.027529144287109375e+02, 6.134422302246093750e+01, 0.000000000000000000e+00
2.607583312988281250e+02, 2.700000000000000000e+02, -1.259800872802734375e+02, 1.615748405456542969e+01, -5.881076431274414062e+01, 7.459299468994140625e+01, 2.006564941406250000e+02, 6.343890380859375000e+01, 0.000000000000000000e+00
2.607616577148437500e+02, 2.847000122070312500e+02, -1.134120025634765625e+02, 2.692913818359375000e+01, -5.701043701171875000e+01, 8.151089477539062500e+01, 2.123365020751953125e+02, 7.271534729003906250e+01, 0.000000000000000000e+00
2.607650146484375000e+02, 3.000000000000000000e+02, -9.934771728515625000e+01, 3.470866775512695312e+01, -5.671038436889648438e+01, 8.181166839599609375e+01, 2.159303436279296875e+02, 8.977203369140625000e+01, 0.000000000000000000e+00
2.607683410644531250e+02, 2.952000122070312500e+02, -1.068287200927734375e+02, 3.051968955993652344e+01, -5.671038436889648438e+01, 7.790155029296875000e+01, 2.159303436279296875e+02, 8.408647155761718750e+01, 0.000000000000000000e+00
2.607716674804687500e+02, 2.918999938964843750e+02, -8.887431335449218750e+01, 3.680315780639648438e+01, -5.070928573608398438e+01, 9.113579559326171875e+01, 2.252144622802734375e+02, 9.037051391601562500e+01, 0.000000000000000000e+00
2.607749938964843750e+02, 2.942999877929687500e+02, -9.695379638671875000e+01, 3.291339111328125000e+01, -5.010917282104492188e+01, 8.271400451660156250e+01, 2.201231689453125000e+02, 8.767735290527343750e+01, 0.000000000000000000e+00
2.607783203125000000e+02, 2.937000122070312500e+02, -1.062302398681640625e+02, 2.363780021667480469e+01, -5.761054611206054688e+01, 8.391711425781250000e+01, 2.156308593750000000e+02, 9.156747436523437500e+01, 0.000000000000000000e+00
2.607816772460937500e+02, 2.916000061035156250e+02, -1.092226409912109375e+02, 1.885039710998535156e+01, -5.761054611206054688e+01, 8.481945037841796875e+01, 2.132349700927734375e+02, 8.917355346679687500e+01, 0.000000000000000000e+00
2.607850036621093750e+02, 2.826000061035156250e+02, -1.146089630126953125e+02, 1.496063232421875000e+01, -6.211137008666992188e+01, 8.572178649902343750e+01, 2.072452239990234375e+02, 8.019635009765625000e+01, 0.000000000000000000e+00
2.607883300781250000e+02, 2.787000122070312500e+02, -1.187983245849609375e+02, 1.436220645904541016e+01, -6.151126098632812500e+01, 8.692489624023437500e+01, 2.078441925048828125e+02, 7.451078796386718750e+01, 0.000000000000000000e+00
2.607916564941406250e+02, 2.805000000000000000e+02, -1.220899658203125000e+02, 1.555905818939208984e+01, -5.851071166992187500e+01, 8.391711425781250000e+01, 2.063467559814453125e+02, 6.762826538085937500e+01, 0.000000000000000000e+00
2.607950134277343750e+02, 2.798999938964843750e+02, -1.211922454833984375e+02, 1.705512046813964844e+01, -6.061109542846679688e+01, 7.248754882812500000e+01, 1.988595733642578125e+02, 5.835182189941406250e+01, 0.000000000000000000e+00
2.607983398437500000e+02, 2.847000122070312500e+02, -1.196960449218750000e+02, 1.675590705871582031e+01, -5.491005325317382812e+01, 6.887820434570312500e+01, 1.943672637939453125e+02, 6.792750549316406250e+01, 0.000000000000000000e+00
2.608016662597656250e+02, 2.807999877929687500e+02, -1.179006042480468750e+02, 2.393701171875000000e+01, -5.220956039428710938e+01, 7.639765930175781250e+01, 2.015549468994140625e+02, 6.732902526855468750e+01, 0.000000000000000000e+00
2.608049926757812500e+02, 2.922000122070312500e+02, -1.092226409912109375e+02, 2.633071327209472656e+01, -5.491005325317382812e+01, 7.369065856933593750e+01, 2.063467559814453125e+02, 7.540850830078125000e+01, 0.000000000000000000e+00
2.608083190917968750e+02, 2.772000122070312500e+02, -1.208930053710937500e+02, 2.513386344909667969e+01, -4.770873641967773438e+01, 7.820233154296875000e+01, 2.045498199462890625e+02, 6.762826538085937500e+01, 0.000000000000000000e+00
2.608116760253906250e+02, 2.942999877929687500e+02, -1.017416381835937500e+02, 3.530709457397460938e+01, -4.590840530395507812e+01, 8.301478576660156250e+01, 2.069457244873046875e+02, 7.750318908691406250e+01, 0.000000000000000000e+00
2.608150024414062500e+02, 2.946000061035156250e+02, -9.515835571289062500e+01, 3.291339111328125000e+01, -5.040922927856445312e+01, 7.639765930175781250e+01, 2.129354705810546875e+02, 7.780242919921875000e+01, 0.000000000000000000e+00
2.608183288574218750e+02, 2.841000061035156250e+02, -1.101203613281250000e+02, 2.004724693298339844e+01, -5.641032791137695312e+01, 6.797587585449218750e+01, 2.114380340576171875e+02, 6.433662414550781250e+01, 0.000000000000000000e+00
2.608216552734375000e+02, 2.867999877929687500e+02, -1.059309997558593750e+02, 3.022047615051269531e+01, -4.980911636352539062e+01, 7.910466766357421875e+01, 2.156308593750000000e+02, 7.241610717773437500e+01, 0.000000000000000000e+00
2.608250122070312500e+02, 2.961000061035156250e+02, -1.053325195312500000e+02, 2.513386344909667969e+01, -5.671038436889648438e+01, 7.910466766357421875e+01, 2.207221527099609375e+02, 8.019635009765625000e+01, 0.000000000000000000e+00
2.608283386230468750e+02, 2.862000122070312500e+02, -1.181998443603515625e+02, 2.244094848632812500e+01, -6.181131362915039062e+01, 7.549533081054687500e+01, 2.135344390869140625e+02, 6.912446594238281250e+01, 0.000000000000000000e+00
2.608316650390625000e+02, 2.832000122070312500e+02, -1.158059234619140625e+02, 2.513386344909667969e+01, -6.181131362915039062e+01, 7.880388641357421875e+01, 2.099405975341796875e+02, 6.463586425781250000e+01, 0.000000000000000000e+00
2.608349914550781250e+02, 2.762999877929687500e+02, -1.190975646972656250e+02, 3.022047615051269531e+01, -5.641032791137695312e+01, 8.481945037841796875e+01, 2.057477874755859375e+02, 6.343890380859375000e+01, 0.000000000000000000e+00
2.608383483886718750e+02, 2.745000000000000000e+02, -1.211922454833984375e+02, 2.184252357482910156e+01, -5.641032791137695312e+01, 8.361634063720703125e+01, 2.102400970458984375e+02, 6.044650268554687500e+01, 0.000000000000000000e+00
2.608416748046875000e+02, 2.807999877929687500e+02, -1.137112426757812500e+02, 2.872441291809082031e+01, -4.770873641967773438e+01, 8.000700378417968750e+01, 2.156308593750000000e+02, 5.685562133789062500e+01, 0.000000000000000000e+00
2.608450012207031250e+02, 2.912999877929687500e+02, -1.023401184082031250e+02, 3.650394058227539062e+01, -4.650851440429687500e+01, 8.512023162841796875e+01, 2.183262481689453125e+02, 7.062066650390625000e+01, 0.000000000000000000e+00
2.608483276367187500e+02, 2.963999938964843750e+02, -1.047340393066406250e+02, 3.530709457397460938e+01, -5.220956039428710938e+01, 7.790155029296875000e+01, 2.207221527099609375e+02, 7.750318908691406250e+01, 0.000000000000000000e+00
2.608516540527343750e+02, 2.937000122070312500e+02, -1.056317596435546875e+02, 3.590551757812500000e+01, -5.551016235351562500e+01, 7.429221343994140625e+01, 2.135344390869140625e+02, 7.929862976074218750e+01, 0.000000000000000000e+00
2.608550109863281250e+02, 2.925000000000000000e+02, -1.095218811035156250e+02, 2.782677650451660156e+01, -6.301153564453125000e+01, 7.369065856933593750e+01, 2.117375335693359375e+02, 8.318875122070312500e+01, 0.000000000000000000e+00
2.608583374023437500e+02, 3.083999938964843750e+02, -1.014423980712890625e+02, 3.560630416870117188e+01, -6.001098632812500000e+01, 7.609688568115234375e+01, 2.228185577392578125e+02, 8.797659301757812500e+01, 0.000000000000000000e+00
2.608616638183593750e+02, 3.008999938964843750e+02, -1.029385986328125000e+02, 3.710236740112304688e+01, -5.701043701171875000e+01, 8.812801361083984375e+01, 2.267118988037109375e+02, 8.079483032226562500e+01, 0.000000000000000000e+00
2.608649902343750000e+02, 3.060000000000000000e+02, -1.026393585205078125e+02, 3.919685745239257812e+01, -5.491005325317382812e+01, 8.481945037841796875e+01, 2.279098358154296875e+02, 8.767735290527343750e+01, 0.000000000000000000e+00
2.608683471679687500e+02, 2.880000000000000000e+02, -1.041355590820312500e+02, 3.949606704711914062e+01, -6.091115188598632812e+01, 8.993267822265625000e+01, 2.216206054687500000e+02, 8.019635009765625000e+01, 0.000000000000000000e+00
2.608716735839843750e+02, 2.832000122070312500e+02, -1.014423980712890625e+02, 3.141732788085937500e+01, -6.661219024658203125e+01, 8.602256774902343750e+01, 2.183262481689453125e+02, 7.600698852539062500e+01, 0.000000000000000000e+00
2.608750000000000000e+02, 2.901000061035156250e+02, -1.038363189697265625e+02, 2.992126464843750000e+01, -6.571202850341796875e+01, 9.564746856689453125e+01, 2.213211212158203125e+02, 8.288951110839843750e+01, 0.000000000000000000e+00
2.608783264160156250e+02, 2.781000061035156250e+02, -1.190975646972656250e+02, 2.513386344909667969e+01, -6.571202850341796875e+01, 9.113579559326171875e+01, 2.138339385986328125e+02, 7.481002807617187500e+01, 0.000000000000000000e+00
2.608816528320312500e+02, 2.738999938964843750e+02, -1.355557708740234375e+02, 2.333858680725097656e+01, -6.451181030273437500e+01, 8.451867675781250000e+01, 2.123365020751953125e+02, 7.331382751464843750e+01, 0.000000000000000000e+00
2.608850097656250000e+02, 2.796000061035156250e+02, -1.328626098632812500e+02, 2.543307495117187500e+01, -6.451181030273437500e+01, 7.669844055175781250e+01, 2.045498199462890625e+02, 7.151838684082031250e+01, 0.000000000000000000e+00
2.608883361816406250e+02, 2.727000122070312500e+02, -1.229876861572265625e+02, 2.633071327209472656e+01, -5.941087722778320312e+01, 7.038209533691406250e+01, 1.919713592529296875e+02, 6.403738403320312500e+01, 0.000000000000000000e+00
2.608916625976562500e+02, 2.625000000000000000e+02, -1.238854064941406250e+02, 2.543307495117187500e+01, -5.671038436889648438e+01, 7.669844055175781250e+01, 1.955652008056640625e+02, 5.386322021484375000e+01, 0.000000000000000000e+00
2.608949890136718750e+02, 2.762999877929687500e+02, -1.190975646972656250e+02, 3.111811637878417969e+01, -5.370983505249023438e+01, 7.579610443115234375e+01, 2.066462402343750000e+02, 6.493510437011718750e+01, 0.000000000000000000e+00
2.608983459472656250e+02, 2.811000061035156250e+02, -1.208930053710937500e+02, 3.470866775512695312e+01, -5.250961303710937500e+01, 7.820233154296875000e+01, 1.964636688232421875e+02, 7.002218627929687500e+01, 0.000000000000000000e+00
2.609016723632812500e+02, 2.922000122070312500e+02, -1.077264404296875000e+02, 4.009449386596679688e+01, -5.070928573608398438e+01, 8.752645874023437500e+01, 2.060472564697265625e+02, 7.570774841308593750e+01, 0.000000000000000000e+00
2.609049987792968750e+02, 2.948999938964843750e+02, -1.032378387451171875e+02, 3.740158081054687500e+01, -5.400988769531250000e+01, 8.662412261962890625e+01, 2.060472564697265625e+02, 8.408647155761718750e+01, 0.000000000000000000e+00
2.609083251953125000e+02, 2.957999877929687500e+02, -1.062302398681640625e+02, 4.009449386596679688e+01, -5.671038436889648438e+01, 9.143656921386718750e+01, 2.132349700927734375e+02, 7.840090942382812500e+01, 0.000000000000000000e+00
2.609116516113281250e+02, 2.982000122070312500e+02, -1.176013641357421875e+02, 3.171653938293457031e+01, -6.121120834350585938e+01, 9.263968658447265625e+01, 2.159303436279296875e+02, 7.989710998535156250e+01, 0.000000000000000000e+00
2.609150085449218750e+02, 2.910000000000000000e+02, -1.250823669433593750e+02, 2.752756309509277344e+01, -7.141307830810546875e+01, 9.384279632568359375e+01, 2.168288116455078125e+02, 7.959786987304687500e+01, 0.000000000000000000e+00
2.609183349609375000e+02, 2.811000061035156250e+02, -1.232869262695312500e+02, 2.453543663024902344e+01, -6.871257781982421875e+01, 9.414357757568359375e+01, 2.114380340576171875e+02, 7.481002807617187500e+01, 0.000000000000000000e+00
2.609216613769531250e+02, 2.757000122070312500e+02, -1.247831268310546875e+02, 3.141732788085937500e+01, -6.511191558837890625e+01, 1.013622512817382812e+02, 2.195241851806640625e+02, 6.433662414550781250e+01, 0.000000000000000000e+00
2.609249877929687500e+02, 2.781000061035156250e+02, -1.211922454833984375e+02, 2.603149986267089844e+01, -6.931269073486328125e+01, 1.007606964111328125e+02, 2.150318756103515625e+02, 6.583282470703125000e+01, 0.000000000000000000e+00
2.609283447265625000e+02, 2.687999877929687500e+02, -1.256808471679687500e+02, 2.603149986267089844e+01, -6.841252899169921875e+01, 9.113579559326171875e+01, 2.114380340576171875e+02, 7.151838684082031250e+01, 0.000000000000000000e+00
2.609316711425781250e+02, 2.717999877929687500e+02, -1.238854064941406250e+02, 2.004724693298339844e+01, -7.471367645263671875e+01, 8.782723236083984375e+01, 2.096411132812500000e+02, 7.301458740234375000e+01, 0.000000000000000000e+00
2.609349975585937500e+02, 2.937000122070312500e+02, -1.026393585205078125e+02, 3.740158081054687500e+01, -6.241142654418945312e+01, 8.542100524902343750e+01, 2.150318756103515625e+02, 9.246519470214843750e+01, 0.000000000000000000e+00
2.609383239746093750e+02, 2.982000122070312500e+02, -1.068287200927734375e+02, 3.231496810913085938e+01, -6.211137008666992188e+01, 8.542100524902343750e+01, 2.144329071044921875e+02, 8.797659301757812500e+01, 0.000000000000000000e+00
2.609416809082031250e+02, 3.051000061035156250e+02, -1.002454376220703125e+02, 4.009449386596679688e+01, -5.911082077026367188e+01, 8.572178649902343750e+01, 2.138339385986328125e+02, 8.857507324218750000e+01, 0.000000000000000000e+00
2.609450073242187500e+02, 2.982000122070312500e+02, -1.053325195312500000e+02, 3.889764404296875000e+01, -5.791060256958007812e+01, 7.850311279296875000e+01, 2.042503509521484375e+02, 8.827583312988281250e+01, 0.000000000000000000e+00
2.609483337402343750e+02, 2.901000061035156250e+02, -1.068287200927734375e+02, 3.710236740112304688e+01, -6.271148300170898438e+01, 7.970622253417968750e+01, 2.090421295166015625e+02, 8.528343200683593750e+01, 0.000000000000000000e+00
2.609516601562500000e+02, 2.967000122070312500e+02, -1.014423980712890625e+02, 4.458268356323242188e+01, -5.400988769531250000e+01, 9.624902343750000000e+01, 2.147324066162109375e+02, 8.827583312988281250e+01, 0.000000000000000000e+00
2.609549865722656250e+02, 2.955000000000000000e+02, -1.002454376220703125e+02, 3.620473098754882812e+01, -6.241142654418945312e+01, 9.294046020507812500e+01, 2.135344390869140625e+02, 8.438571166992187500e+01, 0.000000000000000000e+00
2.609583435058593750e+02, 2.972999877929687500e+02, -1.035370788574218750e+02, 3.381103134155273438e+01, -6.421175384521484375e+01, 9.745213317871093750e+01, 2.177272796630859375e+02, 7.929862976074218750e+01, 0.000000000000000000e+00
2.609616699218750000e+02, 2.843999938964843750e+02, -1.134120025634765625e+02, 2.214173698425292969e+01, -6.931269073486328125e+01, 8.993267822265625000e+01, 2.102400970458984375e+02, 7.929862976074218750e+01, 0.000000000000000000e+00
2.609649963378906250e+02, 2.762999877929687500e+02, -1.181998443603515625e+02, 2.453543663024902344e+01, -7.081296539306640625e+01, 9.414357757568359375e+01, 2.012554779052734375e+02, 6.972294616699218750e+01, 0.000000000000000000e+00
2.609683227539062500e+02, 2.828999938964843750e+02, -1.229876861572265625e+02, 2.094488525390625000e+01, -6.961273956298828125e+01, 8.933112335205078125e+01, 2.057477874755859375e+02, 7.002218627929687500e+01, 0.000000000000000000e+00
2.609716796875000000e+02, 2.757000122070312500e+02, -1.289724884033203125e+02, 1.974803352355957031e+01, -6.691225433349609375e+01, 9.384279632568359375e+01, 2.096411132812500000e+02, 7.271534729003906250e+01, 0.000000000000000000e+00
2.609750061035156250e+02, 2.867999877929687500e+02, -1.301694488525390625e+02, 2.333858680725097656e+01, -7.171312713623046875e+01, 8.602256774902343750e+01, 2.009559783935546875e+02, 7.421154785156250000e+01, 0.000000000000000000e+00
2.609783325195312500e+02, 2.912999877929687500e+02, -1.220899658203125000e+02, 2.722834968566894531e+01, -6.781241607666015625e+01, 8.512023162841796875e+01, 1.976616210937500000e+02, 7.989710998535156250e+01, 0.000000000000000000e+00
